Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
13746,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,"[530, 372]","[34, 20, 125, 215]",['Engagement'],"[5, 3, 3]",Male,Adult
13747,mscoco/images,COCO_train2014_000000325475.jpg,"[640, 427]","[163, 44, 426, 417]","['Anticipation', 'Engagement', 'Sympathy']","[6, 3, 8]",Male,Adult
13748,mscoco/images,COCO_train2014_000000121351.jpg,"[612, 612]","[60, 21, 601, 603]","['Anticipation', 'Happiness']","[8, 4, 6]",Male,Kid
13749,mscoco/images,COCO_train2014_000000322472.jpg,"[640, 427]","[259, 124, 380, 395]","['Anticipation', 'Engagement']","[7, 6, 10]",Male,Adult
13750,mscoco/images,COCO_train2014_000000065220.jpg,"[640, 480]","[174, 27, 494, 464]","['Engagement', 'Pleasure']","[6, 4, 7]",Male,Adult
13751,mscoco/images,COCO_train2014_000000036351.jpg,"[640, 427]","[221, 118, 347, 401]",['Annoyance'],"[5, 9, 5]",Male,Kid
13752,framesdb/images,frame_47olvkg2l7vlcjta.jpg,"[1280, 720]","[91, 144, 231, 408]","['Anticipation', 'Engagement']","[4, 4, 9]",Male,Adult
13753,framesdb/images,frame_47olvkg2l7vlcjta.jpg,"[1280, 720]","[543, 97, 851, 682]",['Engagement'],"[4, 6, 9]",Male,Adult
13754,mscoco/images,COCO_train2014_000000353933.jpg,"[500, 333]","[45, 39, 141, 284]","['Excitement', 'Happiness']","[6, 3, 8]",Male,Adult
13755,mscoco/images,COCO_val2014_000000086036.jpg,"[640, 427]","[67, 59, 328, 419]","['Confidence', 'Excitement', 'Happiness', 'Peace']","[8, 4, 7]",Female,Adult
13756,framesdb/images,frame_8h6ethm0i6kfifjf.jpg,"[638, 326]","[22, 85, 105, 192]",['Aversion'],"[5, 6, 6]",Male,Adult
13757,framesdb/images,frame_8h6ethm0i6kfifjf.jpg,"[638, 326]","[438, 82, 520, 261]","['Confidence', 'Happiness', 'Pleasure']","[6, 4, 7]",Female,Adult
13758,framesdb/images,frame_8h6ethm0i6kfifjf.jpg,"[638, 326]","[328, 73, 399, 164]","['Confidence', 'Happiness', 'Pleasure']","[6, 2, 9]",Female,Adult
13759,framesdb/images,frame_8h6ethm0i6kfifjf.jpg,"[638, 326]","[164, 42, 330, 228]","['Anticipation', 'Happiness']","[8, 4, 3]",Female,Adult
13760,framesdb/images,frame_8h6ethm0i6kfifjf.jpg,"[638, 326]","[73, 83, 227, 264]","['Confidence', 'Happiness', 'Pleasure']","[6, 6, 6]",Female,Adult
13761,emodb_small/images,3odsixrebs674bsf6h.jpg,"[576, 1024]","[2, 3, 576, 576]","['Anticipation', 'Excitement', 'Happiness']","[7, 5, 3]",Female,Adult
13762,mscoco/images,COCO_train2014_000000414130.jpg,"[500, 333]","[38, 102, 197, 267]",['Engagement'],"[5, 5, 6]",Male,Adult
13763,framesdb/images,frame_29a80zu992m4rifx.jpg,"[5044, 3162]","[3144, 1666, 3582, 3161]","['Anticipation', 'Engagement']","[5, 6, 6]",Male,Adult
13764,framesdb/images,frame_cbtiay3cjstav39w.jpg,"[825, 550]","[73, 38, 717, 549]","['Confidence', 'Engagement', 'Esteem']","[5, 2, 9]",Male,Adult
13765,mscoco/images,COCO_train2014_000000355697.jpg,"[640, 478]","[123, 178, 360, 477]","['Affection', 'Esteem', 'Excitement', 'Happiness', 'Pleasure']","[8, 2, 8]",Female,Adult
13766,mscoco/images,COCO_train2014_000000355697.jpg,"[640, 478]","[9, 140, 240, 477]",['Confidence'],"[8, 4, 7]",Male,Adult
13767,mscoco/images,COCO_train2014_000000355697.jpg,"[640, 478]","[230, 149, 588, 472]",['Happiness'],"[6, 8, 8]",Male,Teenager
13768,framesdb/images,frame_auukt8f72ua4e2qb.jpg,"[500, 708]","[119, 572, 181, 699]",['Engagement'],"[6, 6, 6]",Male,Adult
13769,mscoco/images,COCO_train2014_000000188787.jpg,"[640, 426]","[38, 131, 149, 354]","['Anticipation', 'Engagement']","[6, 8, 6]",Male,Adult
13770,mscoco/images,COCO_train2014_000000113721.jpg,"[640, 480]","[192, 136, 344, 425]",['Anticipation'],"[8, 4, 6]",Male,Adult
13771,mscoco/images,COCO_train2014_000000262705.jpg,"[640, 480]","[281, 94, 525, 429]",['Yearning'],"[9, 10, 9]",Female,Teenager
13772,mscoco/images,COCO_val2014_000000090891.jpg,"[640, 431]","[517, 141, 610, 376]","['Anticipation', 'Engagement']","[5, 9, 6]",Male,Adult
13773,mscoco/images,COCO_val2014_000000090891.jpg,"[640, 431]","[244, 181, 368, 411]","['Disconnection', 'Fatigue']","[5, 4, 7]",Male,Adult
13774,mscoco/images,COCO_val2014_000000219909.jpg,"[640, 480]","[42, 42, 200, 434]",['Disconnection'],"[6, 4, 7]",Male,Adult
13775,mscoco/images,COCO_val2014_000000219909.jpg,"[640, 480]","[267, 86, 448, 479]","['Affection', 'Confidence', 'Happiness', 'Peace']","[5, 5, 6]",Female,Adult
13776,mscoco/images,COCO_val2014_000000219909.jpg,"[640, 480]","[289, 101, 488, 479]",['Affection'],"[7, 7, 6]",Female,Adult
13777,framesdb/images,frame_ehyhdf66dyue65kp.jpg,"[540, 405]","[63, 222, 115, 308]",['Engagement'],"[8, 2, 5]",Male,Kid
13778,framesdb/images,frame_ehyhdf66dyue65kp.jpg,"[540, 405]","[304, 203, 358, 275]","['Confidence', 'Excitement']","[5, 3, 3]",Male,Kid
13779,framesdb/images,frame_ehyhdf66dyue65kp.jpg,"[540, 405]","[253, 187, 315, 289]","['Anticipation', 'Engagement']","[5, 3, 2]",Female,Kid
13780,mscoco/images,COCO_train2014_000000320481.jpg,"[640, 425]","[477, 133, 570, 390]",['Anticipation'],"[8, 7, 8]",Male,Adult
13781,mscoco/images,COCO_train2014_000000023603.jpg,"[640, 359]","[311, 89, 515, 321]",['Engagement'],"[5, 7, 7]",Male,Kid
13782,mscoco/images,COCO_train2014_000000023603.jpg,"[640, 359]","[322, 14, 430, 275]",['Confidence'],"[8, 8, 7]",Male,Kid
13783,mscoco/images,COCO_train2014_000000023603.jpg,"[640, 359]","[70, 22, 205, 299]","['Engagement', 'Fatigue', 'Happiness']","[7, 7, 7]",Female,Teenager
13784,mscoco/images,COCO_train2014_000000171105.jpg,"[500, 375]","[80, 75, 322, 287]","['Happiness', 'Peace']","[8, 4, 8]",Female,Adult
13785,framesdb/images,frame_88x9tp4e3irgc9u6.jpg,"[2592, 1936]","[174, 645, 421, 1422]",['Disconnection'],"[4, 1, 10]",Male,Adult
13786,framesdb/images,frame_88x9tp4e3irgc9u6.jpg,"[2592, 1936]","[713, 643, 1035, 1457]",['Engagement'],"[5, 6, 6]",Male,Adult
13787,framesdb/images,frame_lrt35ib6njbflnvp.jpg,"[468, 739]","[246, 140, 467, 715]","['Doubt/Confusion', 'Sadness']","[6, 4, 7]",Male,Adult
13788,framesdb/images,frame_lrt35ib6njbflnvp.jpg,"[468, 739]","[30, 14, 374, 578]","['Anticipation', 'Disconnection', 'Disquietment', 'Doubt/Confusion']","[5, 6, 7]",Female,Adult
13789,mscoco/images,COCO_train2014_000000302470.jpg,"[640, 514]","[277, 110, 536, 345]","['Anticipation', 'Confidence', 'Engagement']","[6, 7, 6]",Male,Adult
13790,framesdb/images,frame_a27xcva8eop5qnqz.jpg,"[464, 353]","[198, 26, 341, 224]","['Sadness', 'Suffering']","[6, 3, 5]",Female,Adult
13791,framesdb/images,frame_ivs3m3esqwkebyh9.jpg,"[960, 720]","[79, 300, 245, 714]",['Happiness'],"[7, 5, 4]",Female,Adult
13792,framesdb/images,frame_ivs3m3esqwkebyh9.jpg,"[960, 720]","[680, 265, 760, 512]","['Engagement', 'Peace']","[6, 6, 6]",Male,Adult
13793,framesdb/images,frame_ivs3m3esqwkebyh9.jpg,"[960, 720]","[322, 278, 394, 438]",['Engagement'],"[7, 4, 5]",Female,Adult
13794,mscoco/images,COCO_train2014_000000498943.jpg,"[640, 444]","[168, 120, 278, 391]",['Sadness'],"[3, 4, 4]",Female,Adult
13795,mscoco/images,COCO_train2014_000000543841.jpg,"[334, 500]","[99, 95, 242, 217]","['Confidence', 'Excitement']","[7, 10, 10]",Male,Teenager
13796,mscoco/images,COCO_train2014_000000155543.jpg,"[640, 470]","[171, 37, 343, 201]","['Confidence', 'Engagement']","[5, 4, 9]",Male,Adult
13797,framesdb/images,frame_c4ha12q8l5y2oif6.jpg,"[740, 583]","[151, 53, 677, 582]",['Engagement'],"[4, 6, 4]",Male,Adult
13798,mscoco/images,COCO_val2014_000000063939.jpg,"[640, 480]","[54, 78, 255, 317]",['Doubt/Confusion'],"[5, 4, 7]",Female,Adult
13799,mscoco/images,COCO_train2014_000000357971.jpg,"[640, 493]","[89, 51, 525, 492]","['Anticipation', 'Confidence', 'Engagement', 'Esteem', 'Excitement']","[6, 9, 9]",Male,Adult
13800,mscoco/images,COCO_train2014_000000509584.jpg,"[640, 480]","[233, 134, 341, 411]",['Disconnection'],"[7, 8, 8]",Male,Adult
13801,mscoco/images,COCO_train2014_000000394583.jpg,"[640, 425]","[222, 73, 351, 410]","['Anticipation', 'Engagement', 'Esteem', 'Happiness']","[6, 5, 7]",Male,Adult
13802,framesdb/images,frame_2rdpo75rszwpyjyv.jpg,"[4608, 3456]","[1179, 1239, 1840, 2368]",['Engagement'],"[7, 7, 4]",Male,Adult
13803,framesdb/images,frame_60rep2rq37uba2v6.jpg,"[1200, 1553]","[270, 195, 1199, 1539]","['Happiness', 'Peace']","[6, 1, 10]",Female,Adult
13804,ade20k/images,sun_ahjtexbsocuhnnrm.jpg,"[500, 333]","[107, 33, 155, 210]",['Disconnection'],"[6, 4, 6]",Male,Adult
13805,ade20k/images,sun_ahjtexbsocuhnnrm.jpg,"[500, 333]","[398, 47, 470, 221]",['Anticipation'],"[7, 6, 7]",Male,Adult
13806,ade20k/images,sun_ahjtexbsocuhnnrm.jpg,"[500, 333]","[340, 110, 454, 332]",['Engagement'],"[6, 4, 6]",Female,Kid
13807,ade20k/images,sun_ahjtexbsocuhnnrm.jpg,"[500, 333]","[39, 57, 367, 309]","['Affection', 'Engagement', 'Excitement', 'Peace', 'Pleasure']","[7, 5, 6]",Female,Adult
13808,mscoco/images,COCO_train2014_000000267907.jpg,"[640, 480]","[413, 9, 518, 297]","['Annoyance', 'Anticipation', 'Engagement']","[5, 5, 10]",Male,Adult
13809,mscoco/images,COCO_train2014_000000341457.jpg,"[640, 426]","[59, 60, 194, 421]","['Engagement', 'Peace']","[8, 8, 9]",Female,Adult
13810,mscoco/images,COCO_train2014_000000341457.jpg,"[640, 426]","[249, 42, 363, 419]","['Confidence', 'Excitement']","[8, 3, 8]",Male,Adult
13811,framesdb/images,frame_41ozvjje0jdwgp0y.jpg,"[2605, 1793]","[266, 71, 1227, 1641]","['Happiness', 'Pleasure']","[5, 5, 5]",Male,Adult
13812,framesdb/images,frame_41ozvjje0jdwgp0y.jpg,"[2605, 1793]","[1535, 134, 2566, 1749]",['Engagement'],"[5, 4, 9]",Female,Adult
13813,mscoco/images,COCO_train2014_000000244171.jpg,"[640, 426]","[416, 140, 516, 415]",['Engagement'],"[6, 6, 3]",Female,Adult
13814,emodb_small/images,9jz09a35x6nk1isr2h.jpg,"[409, 615]","[178, 125, 405, 408]","['Disapproval', 'Sadness', 'Suffering']","[1, 4, 3]",Female,Adult
13815,framesdb/images,frame_e7apl7ppnmwx8g94.jpg,"[1280, 720]","[506, 140, 661, 352]",['Engagement'],"[6, 2, 9]",Female,Adult
13816,mscoco/images,COCO_train2014_000000316155.jpg,"[640, 480]","[330, 95, 481, 403]",['Engagement'],"[3, 5, 4]",Male,Adult
13817,mscoco/images,COCO_val2014_000000484614.jpg,"[640, 427]","[189, 11, 339, 416]","['Confidence', 'Engagement', 'Excitement']","[4, 8, 10]",Male,Adult
13818,mscoco/images,COCO_train2014_000000491873.jpg,"[500, 332]","[219, 24, 343, 226]",['Engagement'],"[6, 6, 10]",Male,Adult
13819,mscoco/images,COCO_train2014_000000097057.jpg,"[640, 480]","[121, 96, 520, 473]","['Excitement', 'Happiness']","[7, 7, 9]",Female,Adult
13820,mscoco/images,COCO_val2014_000000199962.jpg,"[640, 426]","[136, 119, 346, 417]",['Engagement'],"[5, 3, 9]",Male,Adult
13821,mscoco/images,COCO_train2014_000000382958.jpg,"[500, 333]","[308, 13, 404, 253]",['Anticipation'],"[8, 8, 8]",Male,Adult
13822,mscoco/images,COCO_train2014_000000005638.jpg,"[640, 480]","[183, 23, 400, 368]",['Happiness'],"[6, 3, 2]",Female,Adult
13823,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[1001, 226, 1151, 579]","['Excitement', 'Happiness', 'Pleasure']","[5, 7, 4]",Female,Teenager
13824,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[30, 229, 150, 631]",['Engagement'],"[5, 7, 7]",Female,Adult
13825,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[682, 229, 766, 540]",['Engagement'],"[5, 8, 7]",Male,Adult
13826,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[157, 258, 290, 524]",['Engagement'],"[6, 7, 3]",Female,Adult
13827,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[560, 223, 626, 490]",['Engagement'],"[5, 3, 8]",Male,Teenager
13828,framesdb/images,frame_0u67p3nw8rybhgj7.jpg,"[1152, 768]","[468, 242, 538, 437]",['Engagement'],"[5, 7, 7]",Male,Adult
13829,mscoco/images,COCO_train2014_000000075270.jpg,"[612, 612]","[9, 7, 229, 295]","['Engagement', 'Excitement']","[6, 4, 7]",Male,Adult
13830,emodb_small/images,bwu124lnrksry1pv2n.jpg,"[500, 814]","[112, 15, 500, 503]","['Anger', 'Annoyance', 'Disquietment', 'Sadness']","[4, 3, 8]",Male,Adult
13831,mscoco/images,COCO_train2014_000000270109.jpg,"[640, 480]","[141, 52, 261, 353]",['Anticipation'],"[6, 4, 7]",Male,Adult
13832,mscoco/images,COCO_train2014_000000270109.jpg,"[640, 480]","[234, 37, 333, 380]",['Sensitivity'],"[6, 4, 7]",Female,Adult
13833,ade20k/images,sun_bfwltskhyncmvvxc.jpg,"[1600, 1200]","[274, 433, 466, 973]",['Yearning'],"[4, 5, 5]",Female,Adult
13834,ade20k/images,sun_bfwltskhyncmvvxc.jpg,"[1600, 1200]","[1158, 301, 1416, 1200]",['Disconnection'],"[4, 4, 7]",Male,Adult
13835,mscoco/images,COCO_val2014_000000056865.jpg,"[640, 427]","[323, 80, 537, 426]","['Confidence', 'Happiness']","[9, 8, 9]",Female,Teenager
13836,mscoco/images,COCO_train2014_000000175011.jpg,"[375, 500]","[97, 122, 193, 335]",['Excitement'],"[7, 8, 9]",Male,Kid
13837,mscoco/images,COCO_train2014_000000028824.jpg,"[640, 427]","[345, 26, 542, 365]",['Engagement'],"[8, 6, 7]",Male,Teenager
13838,mscoco/images,COCO_train2014_000000470541.jpg,"[612, 612]","[15, 35, 595, 604]",['Engagement'],"[6, 4, 5]",Male,Kid
13839,mscoco/images,COCO_train2014_000000374910.jpg,"[480, 640]","[224, 149, 424, 473]","['Excitement', 'Happiness']","[6, 6, 7]",Male,Adult
13840,mscoco/images,COCO_val2014_000000209530.jpg,"[640, 428]","[411, 82, 624, 395]",['Sympathy'],"[8, 4, 7]",Male,Adult
13841,mscoco/images,COCO_val2014_000000209530.jpg,"[640, 428]","[97, 130, 263, 355]",['Disconnection'],"[6, 4, 7]",Male,Adult
13842,mscoco/images,COCO_train2014_000000268008.jpg,"[640, 427]","[210, 160, 457, 421]",['Anticipation'],"[4, 10, 8]",Male,Adult
13843,mscoco/images,COCO_val2014_000000263969.jpg,"[640, 610]","[220, 145, 457, 599]","['Affection', 'Happiness', 'Pleasure', 'Sympathy']","[7, 8, 7]",Female,Adult
13844,mscoco/images,COCO_train2014_000000575119.jpg,"[640, 480]","[221, 137, 432, 475]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[3, 9, 6]",Male,Adult
13845,framesdb/images,frame_4awm3h2mix9ndqyh.jpg,"[348, 348]","[257, 127, 296, 181]",['Engagement'],"[6, 5, 6]",Female,Adult
13846,mscoco/images,COCO_val2014_000000499268.jpg,"[640, 427]","[126, 71, 368, 421]","['Confidence', 'Peace', 'Pleasure']","[8, 4, 8]",Female,Adult
13847,mscoco/images,COCO_train2014_000000008649.jpg,"[480, 640]","[122, 27, 310, 450]",['Disconnection'],"[10, 8, 3]",Male,Kid
13848,mscoco/images,COCO_train2014_000000170962.jpg,"[640, 457]","[449, 116, 610, 450]","['Confidence', 'Engagement']","[6, 10, 9]",Male,Adult
13849,mscoco/images,COCO_train2014_000000170962.jpg,"[640, 457]","[86, 113, 215, 338]",['Happiness'],"[6, 4, 6]",Male,Adult
13850,mscoco/images,COCO_train2014_000000078062.jpg,"[640, 437]","[223, 58, 420, 305]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 7, 6]",Male,Adult
13851,mscoco/images,COCO_val2014_000000156071.jpg,"[640, 480]","[7, 202, 134, 417]","['Anticipation', 'Engagement']","[7, 8, 7]",Male,Adult
13852,mscoco/images,COCO_train2014_000000488940.jpg,"[640, 426]","[248, 98, 366, 287]",['Happiness'],"[7, 9, 6]",Male,Adult
13853,mscoco/images,COCO_train2014_000000077005.jpg,"[640, 399]","[125, 68, 280, 263]","['Doubt/Confusion', 'Engagement']","[6, 7, 7]",Female,Adult
13854,mscoco/images,COCO_train2014_000000430175.jpg,"[640, 360]","[201, 42, 298, 316]","['Happiness', 'Peace']","[5, 5, 7]",Male,Adult
13855,mscoco/images,COCO_val2014_000000144795.jpg,"[640, 427]","[150, 13, 328, 338]","['Confidence', 'Engagement', 'Excitement']","[6, 7, 7]",Male,Adult
13856,mscoco/images,COCO_train2014_000000152299.jpg,"[640, 480]","[164, 76, 295, 337]","['Affection', 'Sensitivity']","[6, 4, 6]",Male,Kid
13857,mscoco/images,COCO_train2014_000000444344.jpg,"[640, 360]","[344, 45, 512, 186]","['Affection', 'Excitement', 'Happiness', 'Sympathy']","[6, 8, 7]",Male,Adult
13858,framesdb/images,frame_0j8moyuo4exzjqkm.jpg,"[800, 600]","[201, 140, 305, 400]",['Engagement'],"[4, 8, 7]",Male,Adult
13859,framesdb/images,frame_0j8moyuo4exzjqkm.jpg,"[800, 600]","[429, 128, 557, 399]",['Engagement'],"[5, 2, 7]",Male,Adult
13860,framesdb/images,frame_0j8moyuo4exzjqkm.jpg,"[800, 600]","[683, 115, 775, 339]","['Doubt/Confusion', 'Excitement', 'Pleasure', 'Yearning']","[7, 7, 5]",Male,Adult
13861,mscoco/images,COCO_val2014_000000159377.jpg,"[640, 640]","[105, 163, 231, 555]",['Engagement'],"[7, 6, 7]",Female,Adult
13862,mscoco/images,COCO_val2014_000000159377.jpg,"[640, 640]","[303, 129, 474, 585]",['Engagement'],"[6, 5, 7]",Male,Adult
13863,framesdb/images,frame_l53rjvpzljuycgu6.jpg,"[450, 320]","[23, 20, 261, 299]","['Confidence', 'Excitement', 'Happiness']","[7, 3, 9]",Female,Adult
13864,mscoco/images,COCO_train2014_000000464079.jpg,"[640, 480]","[55, 135, 229, 475]","['Engagement', 'Excitement', 'Happiness']","[8, 8, 5]",Male,Adult
13865,mscoco/images,COCO_train2014_000000043206.jpg,"[640, 427]","[254, 87, 346, 343]",['Anticipation'],"[5, 4, 3]",Female,Adult
13866,mscoco/images,COCO_train2014_000000506315.jpg,"[640, 427]","[79, 67, 265, 422]","['Disapproval', 'Disquietment', 'Doubt/Confusion']","[6, 4, 4]",Male,Adult
13867,mscoco/images,COCO_train2014_000000073864.jpg,"[500, 333]","[63, 10, 289, 328]","['Engagement', 'Happiness']","[7, 10, 9]",Female,Adult
13868,mscoco/images,COCO_train2014_000000073864.jpg,"[500, 333]","[197, 120, 397, 332]","['Disquietment', 'Suffering']","[4, 4, 4]",Male,Kid
13869,framesdb/images,frame_fp270av38qcxk29r.jpg,"[876, 493]","[267, 136, 862, 492]",['Engagement'],"[5, 7, 8]",Female,Adult
13870,mscoco/images,COCO_train2014_000000534866.jpg,"[640, 480]","[157, 33, 405, 324]","['Anticipation', 'Engagement']","[5, 8, 5]",Male,Adult
13871,mscoco/images,COCO_train2014_000000226817.jpg,"[640, 429]","[213, 50, 427, 421]",['Anticipation'],"[4, 6, 6]",Male,Kid
13872,mscoco/images,COCO_train2014_000000365493.jpg,"[640, 427]","[119, 82, 316, 321]","['Anticipation', 'Engagement']","[7, 9, 8]",Male,Adult
13873,mscoco/images,COCO_train2014_000000237340.jpg,"[640, 480]","[394, 106, 491, 412]",['Engagement'],"[6, 1, 6]",Female,Adult
13874,mscoco/images,COCO_train2014_000000237340.jpg,"[640, 480]","[65, 152, 232, 474]",['Anticipation'],"[10, 8, 7]",Female,Adult
13875,mscoco/images,COCO_train2014_000000237340.jpg,"[640, 480]","[226, 111, 382, 465]","['Anticipation', 'Confidence', 'Engagement']","[6, 5, 8]",Female,Adult
13876,mscoco/images,COCO_train2014_000000250922.jpg,"[640, 457]","[291, 7, 489, 456]","['Anticipation', 'Engagement']","[7, 6, 5]",Male,Kid
13877,mscoco/images,COCO_train2014_000000352758.jpg,"[640, 425]","[276, 89, 415, 309]",['Anticipation'],"[8, 4, 7]",Male,Adult
13878,mscoco/images,COCO_train2014_000000066337.jpg,"[500, 375]","[26, 58, 240, 370]","['Annoyance', 'Aversion', 'Confidence']","[4, 4, 6]",Male,Adult
13879,framesdb/images,frame_5qoqmgj0nsxgjwpq.jpg,"[359, 500]","[108, 60, 238, 411]",['Engagement'],"[5, 5, 7]",Male,Adult
13880,emodb_small/images,52be4045yc34rrwcjb.jpg,"[441, 306]","[5, 8, 295, 306]",['Pleasure'],"[9, 6, 5]",Female,Adult
13881,framesdb/images,frame_gb3411dsm6z6r3db.jpg,"[500, 336]","[36, 37, 231, 308]",['Engagement'],"[6, 4, 6]",Female,Adult
13882,framesdb/images,frame_gb3411dsm6z6r3db.jpg,"[500, 336]","[119, 149, 330, 307]",['Engagement'],"[6, 6, 7]",Female,Adult
13883,framesdb/images,frame_g1ztuinljge7enbw.jpg,"[450, 470]","[1, 1, 295, 469]",['Happiness'],"[9, 4, 6]",Male,Adult
13884,framesdb/images,frame_g1ztuinljge7enbw.jpg,"[450, 470]","[180, 44, 449, 427]",['Engagement'],"[6, 2, 9]",Male,Adult
13885,emodb_small/images,biy15txnp3w1msek72.jpg,"[340, 650]","[74, 5, 340, 339]","['Happiness', 'Pleasure']","[3, 4, 3]",Female,Teenager
13886,mscoco/images,COCO_train2014_000000083778.jpg,"[640, 428]","[238, 40, 424, 369]","['Engagement', 'Excitement']","[7, 8, 3]",Male,Adult
13887,mscoco/images,COCO_train2014_000000119157.jpg,"[640, 427]","[304, 11, 455, 398]",['Engagement'],"[7, 4, 6]",Female,Adult
13888,mscoco/images,COCO_val2014_000000257656.jpg,"[640, 478]","[213, 29, 557, 472]","['Anticipation', 'Confidence', 'Engagement']","[7, 3, 8]",Male,Adult
13889,mscoco/images,COCO_train2014_000000570436.jpg,"[640, 428]","[359, 50, 609, 425]","['Engagement', 'Excitement']","[6, 7, 7]",Female,Adult
13890,mscoco/images,COCO_train2014_000000570436.jpg,"[640, 428]","[30, 51, 229, 423]","['Engagement', 'Excitement', 'Happiness']","[6, 7, 7]",Female,Adult
13891,framesdb/images,frame_4y4hrynj12h6k9qf.jpg,"[512, 385]","[65, 114, 148, 352]",['Engagement'],"[7, 6, 6]",Female,Adult
13892,framesdb/images,frame_4y4hrynj12h6k9qf.jpg,"[512, 385]","[404, 140, 487, 341]",['Engagement'],"[6, 5, 5]",Female,Adult
13893,mscoco/images,COCO_train2014_000000349934.jpg,"[640, 436]","[275, 143, 401, 415]","['Anticipation', 'Engagement']","[6, 10, 8]",Male,Adult
13894,mscoco/images,COCO_train2014_000000349934.jpg,"[640, 436]","[190, 167, 363, 415]",['Anticipation'],"[6, 7, 5]",Male,Adult
13895,mscoco/images,COCO_train2014_000000037286.jpg,"[640, 480]","[277, 123, 406, 452]",['Engagement'],"[8, 8, 6]",Female,Teenager
13896,mscoco/images,COCO_train2014_000000037286.jpg,"[640, 480]","[62, 150, 157, 418]",['Engagement'],"[6, 6, 6]",Female,Teenager
13897,mscoco/images,COCO_train2014_000000521762.jpg,"[640, 455]","[15, 59, 450, 445]",['Happiness'],"[8, 7, 3]",Male,Adult
13898,mscoco/images,COCO_train2014_000000561464.jpg,"[640, 480]","[436, 115, 632, 463]","['Anticipation', 'Engagement']","[6, 7, 7]",Male,Adult
13899,framesdb/images,frame_jfhpunqudxf62gy8.jpg,"[1024, 675]","[740, 109, 905, 528]",['Engagement'],"[7, 6, 6]",Female,Adult
13900,framesdb/images,frame_jfhpunqudxf62gy8.jpg,"[1024, 675]","[468, 46, 580, 602]",['Happiness'],"[7, 2, 2]",Female,Adult
